;;;;;;;;;;;;Variables WORLD CLIM;;;;;;;;;;;;;;;;;;
code;base;gbifID;year;dateIdentified;espece;country;lon;lat;posi;studied;altitude;bio_1;bio_2;bio_3;bio_4;bio_5;bio_6;bio_7;bio_8;bio_9;bio_10;bio_11;bio_12;bio_13;bio_14;bio_15;bio_16;bio_17;bio_18;bio_19
bdd2026;cl1580;2210229;NA;NA;Convolvulus lanuginosus;Spain;-0,70473;38,55596;c;n;1021;128;109;39;5849;282;6;276;98;205;207;59;551;71;17;32;182;80;91;130
bdd2033;cl1587;2210222;NA;NA;Convolvulus lanuginosus;Spain;-0,59006;38,55365;c;n;591;151;108;40;5586;297;30;267;164;224;227;84;469;70;11;38;172;58;76;112
bdd2637;cl213;1406066;1980;19800623;Convolvulus lanuginosus;Spain;-0,9573;38,55163;c;n;595;150;113;40;5791;303;25;278;161;227;228;81;421;61;10;37;147;54;66;96
bdd2039;cl1592;2210223;NA;NA;Convolvulus lanuginosus;Spain;-0,4754;38,55123;c;n;487;157;107;40;5502;300;36;264;170;229;231;91;465;72;10;41;176;55;75;113
gbif1686;1686;617019386;NA;1991-12-31T23:00:00.000+0000;Convolvulus lanuginosus;Spain;-0,47;38,55;c;n;532;154;106;40;5525;298;34;264;168;226;229;88;474;72;10;40;177;57;76;116
gbif2621;2621;318108462;1991;NA;Convolvulus lanuginosus;Spain;-0,19;38,55;c;n;118;177;103;40;5203;311;59;252;155;244;247;113;463;76;6;50;197;42;71;129
gbif263;263;318108066;1991;NA;Convolvulus lanuginosus;Spain;-0,36;38,55;c;n;534;155;105;40;5453;297;36;261;130;225;228;89;494;75;10;41;188;57;78;125
bdd2043;cl1596;2210246;NA;NA;Convolvulus lanuginosus;Spain;-0,36075;38,5487;c;n;534;155;105;40;5453;297;36;261;130;225;228;89;494;75;10;41;188;57;78;125
bdd3185;cl484;1406182;2006;20061210;Convolvulus lanuginosus;Spain;-0,28051;38,54686;c;n;307;167;104;40;5315;305;48;257;144;235;238;102;469;75;8;45;189;48;74;124
bdd1569;cl1169;331607;2008;20080619;Convolvulus lanuginosus;Spain;-0,09122;38,54682;c;n;114;178;102;40;5226;311;59;252;156;244;247;113;487;78;6;52;211;42;74;141
bdd2049;cl1600;2210236;NA;NA;Convolvulus lanuginosus;Spain;-0,24612;38,54606;c;n;187;174;104;40;5268;309;55;254;151;241;244;109;458;75;7;48;190;44;72;123
bdd2053;cl1604;2210233;NA;NA;Convolvulus lanuginosus;Spain;-0,13151;38,54331;c;n;56;180;102;40;5208;313;62;251;159;247;249;116;468;77;6;51;204;40;71;134
bdd1571;cl1170;331607;2008;20080619;Convolvulus lanuginosus;Spain;-0,09713;38,54246;c;n;33;181;102;40;5190;314;63;251;160;248;251;117;470;77;5;53;207;39;71;137
gbif12791;12791;617019046;NA;1990-12-31T23:00:00.000+0000;Convolvulus lanuginosus;Spain;-0,24;38,54;c;n;131;177;104;40;5249;312;58;254;154;244;247;113;450;75;6;50;190;41;69;122
bdd3192;cl490;1406188;2008;20080619;Convolvulus lanuginosus;Spain;-0,09749;38,53346;c;n;118;177;102;40;5204;311;59;252;156;244;246;113;483;78;6;51;210;42;73;139
bdd1493;cl110;333524;2008;20080621;Convolvulus lanuginosus;Spain;-0,08603;38,53317;c;n;175;174;102;40;5260;309;57;252;152;242;245;110;494;78;7;49;211;45;76;141
gbif321;321;895211634;1987;NA;Convolvulus lanuginosus;Spain;-2,14;38,53;c;n;1097;125;121;38;6440;306;-5;311;105;212;212;49;485;63;13;33;165;64;67;121
bdd1822;cl1397;1066178;2010;20100715;Convolvulus lanuginosus;Spain;-0,72851;38,52939;c;n;753;143;110;40;5757;294;20;274;154;218;221;74;482;68;13;35;167;65;78;112
bdd1596;cl1193;1055038;2011;20110625;Convolvulus lanuginosus;Spain;-1,02686;38,52579;c;n;650;148;114;40;5830;303;22;281;158;225;226;78;423;60;10;37;144;55;65;97
bdd3165;cl466;1406165;2005;20050409;Convolvulus lanuginosus;Spain;-0,53365;38,52544;c;n;694;146;107;39;5650;293;24;269;158;219;222;78;496;72;12;37;178;63;80;120
bdd1630;cl1223;723397;2010;20100102;Convolvulus lanuginosus;Spain;-0,40758;38,52272;c;n;877;136;105;39;5665;284;17;267;109;211;213;69;558;76;15;34;197;74;91;138
bdd1813;cl1389;1247763;2011;20110929;Convolvulus lanuginosus;Spain;-0,78611;38,52148;c;n;509;155;112;41;5658;304;31;273;166;230;231;87;420;64;9;39;153;51;66;98
bdd3183;cl482;1406180;2006;20061210;Convolvulus lanuginosus;Spain;-0,35028;38,52144;c;n;366;164;105;40;5372;303;44;259;139;233;236;99;461;74;8;44;182;50;73;117
gbif94;94;318108393;2004;NA;Convolvulus lanuginosus;Spain;-0,94;38,52;c;n;727;143;113;40;5859;299;18;281;154;221;223;73;451;63;11;36;154;60;71;103
gbif1332;1332;211644868;2001;NA;Convolvulus lanuginosus;Spain;-0,99;38,52;c;n;833;138;113;40;5888;294;12;282;148;216;217;67;471;63;13;34;156;66;75;107
bdd2874;cl2343;858653;NA;NA;Convolvulus lanuginosus;Spain;-0,71762;38,51116;c;n;662;148;110;40;5685;297;25;272;159;222;224;80;459;67;11;37;163;59;73;108
bdd1824;cl1399;1247768;2011;20110804;Convolvulus lanuginosus;Spain;-0,70616;38,51093;c;n;816;139;110;40;5780;291;16;275;151;215;218;71;498;69;13;35;171;67;80;118
bdd1790;cl1368;1247756;2011;20110901;Convolvulus lanuginosus;Spain;-0,86715;38,49595;c;n;505;156;113;40;5704;306;30;276;167;231;232;87;407;62;9;40;147;50;64;93
bdd1802;cl1379;952991;2009;20091115;Convolvulus lanuginosus;Spain;-0,83277;38,49532;c;n;593;151;112;40;5709;302;27;275;163;226;228;82;432;64;10;38;154;54;68;100
bdd1805;cl1381;947119;2009;20090607;Convolvulus lanuginosus;Spain;-0,82131;38,49511;c;n;516;155;112;40;5681;305;30;275;167;230;231;87;414;63;9;40;150;50;65;95
bdd3181;cl480;1406178;2006;20061210;Convolvulus lanuginosus;Spain;-0,37418;38,49494;c;n;333;166;105;40;5377;305;46;259;179;235;238;101;448;73;8;45;177;48;71;113
gbif1133;1133;30300772;2002;NA;Convolvulus lanuginosus;Spain;-2,29;38,49;c;n;1130;124;122;38;6507;307;-7;314;104;212;212;47;495;64;13;34;170;63;63;127
bdd1799;cl1376;1247760;2011;20110909;Convolvulus lanuginosus;Spain;-0,8445;38,48653;c;n;578;152;112;40;5712;303;27;276;163;227;229;83;425;63;10;38;151;54;67;98
bdd1673;cl1262;1044686;2011;20110609;Convolvulus lanuginosus;Spain;-0,32869;38,48491;c;n;211;172;105;41;5256;309;53;256;186;240;243;108;431;72;7;48;175;43;68;111
gbif4612;4612;30859616;1976;NA;Convolvulus lanuginosus;Spain;-1,4;38,48;c;n;635;148;118;40;6009;311;19;292;116;228;229;76;393;52;9;37;127;51;57;91
bdd1796;cl1373;964982;2009;20090622;Convolvulus lanuginosus;Spain;-0,85623;38,47773;c;n;507;156;113;40;5714;306;30;276;167;230;232;86;408;62;9;39;147;50;64;94
bdd2001;cl1558;2210251;NA;NA;Convolvulus lanuginosus;Spain;-1,05125;38,47213;c;n;703;145;115;40;5890;302;19;283;156;223;225;75;434;60;11;36;145;58;67;100
bdd2011;cl1567;2210275;NA;NA;Convolvulus lanuginosus;Spain;-0,93668;38,47017;c;n;702;145;113;40;5793;299;20;279;156;222;223;76;442;62;11;37;151;58;69;102
gbif2401;2401;318108433;1993;NA;Convolvulus lanuginosus;Spain;-0,73;38,47;c;n;867;136;110;40;5785;289;14;275;108;213;215;68;507;69;14;34;173;69;81;120
bdd1801;cl1378;941200;2009;20091019;Convolvulus lanuginosus;Spain;-0,83358;38,46831;c;n;427;160;113;41;5646;309;34;275;172;234;236;91;393;62;8;42;146;46;62;90
bdd1804;cl1380;941743;2009;20091019;Convolvulus lanuginosus;Spain;-0,82213;38,46809;c;n;418;160;113;41;5634;309;35;274;172;234;235;92;392;62;8;42;146;46;62;90
bdd2828;cl2301;2148226;NA;NA;Convolvulus lanuginosus;Spain;-0,73049;38,46635;c;n;854;137;110;39;5784;290;14;276;149;214;216;69;504;68;14;34;171;69;81;119
bdd2024;cl1579;2210230;NA;NA;Convolvulus lanuginosus;Spain;-0,70759;38,46591;c;n;630;149;110;40;5701;299;26;273;161;224;226;81;453;67;11;38;163;57;72;107
bdd2032;cl1586;2210232;NA;NA;Convolvulus lanuginosus;Spain;-0,59306;38,46361;c;n;371;164;109;40;5488;307;41;266;177;235;237;97;409;67;8;43;159;46;65;96
gbif1912;1912;617174471;NA;NA;Convolvulus lanuginosus;Spain;-0,7;38,46;c;n;630;149;110;40;5701;299;26;273;161;224;226;81;453;67;11;38;163;57;72;107
gbif6791;6791;617174355;NA;NA;Convolvulus lanuginosus;Spain;-0,59;38,46;c;n;378;163;109;41;5478;306;41;265;176;235;237;97;413;67;8;43;159;47;65;98
bdd1795;cl1372;945088;2009;20091018;Convolvulus lanuginosus;Spain;-0,85676;38,45972;c;n;466;158;113;41;5663;307;32;275;169;232;234;89;399;62;8;41;146;47;62;92
bdd2042;cl1595;2210240;NA;NA;Convolvulus lanuginosus;Spain;-0,36404;38,45868;c;n;160;175;105;41;5267;311;55;256;189;243;246;111;410;71;6;48;169;40;64;103
gbif1574;1574;318108188;1998;NA;Convolvulus lanuginosus;Spain;-0,59;38,45;c;n;301;167;109;41;5414;309;45;264;180;237;240;101;393;66;7;45;155;43;62;92
bdd2864;cl2334;1339213;NA;NA;Convolvulus lanuginosus;Spain;-2,23217;38,44978;c;n;958;133;121;39;6434;312;2;310;113;220;220;56;451;59;10;36;154;56;56;115
bdd1819;cl1394;1247764;2011;20110913;Convolvulus lanuginosus;Spain;-0,75396;38,44878;c;n;545;154;111;40;5635;303;30;273;166;228;230;86;426;65;9;40;155;52;67;99
gbif2251;2251;318107863;1994;NA;Convolvulus lanuginosus;Spain;-0,77;38,44;c;n;432;160;112;41;5590;308;36;272;171;233;235;92;397;63;8;41;148;46;62;92
bdd2827;cl2300;2148204;NA;NA;Convolvulus lanuginosus;Spain;-0,76569;38,44;c;n;472;158;112;41;5651;306;34;272;170;232;234;90;407;64;8;42;151;47;63;95
bdd2871;cl2340;2148224;NA;NA;Convolvulus lanuginosus;Spain;-0,73134;38,43934;c;n;500;156;111;40;5601;304;33;271;169;229;232;88;420;65;9;40;155;50;66;98
bdd2873;cl2342;2148228;NA;NA;Convolvulus lanuginosus;Spain;-0,72017;38,43011;c;n;418;161;111;41;5565;307;37;270;173;234;236;93;401;64;8;42;151;46;63;93
gbif1565;1565;318108190;1998;NA;Convolvulus lanuginosus;Spain;-0,61;38,43;c;n;241;170;109;41;5411;312;48;264;183;240;243;104;377;65;6;46;151;40;59;87
bdd1708;cl1294;354221;2007;20070323;Convolvulus lanuginosus;Spain;-0,59425;38,42759;c;n;305;167;109;41;5432;309;45;264;180;238;240;101;391;66;7;45;155;43;62;91
bdd1779;cl1358;1247751;2011;20110620;Convolvulus lanuginosus;Spain;-0,96086;38,42554;c;n;626;149;114;40;5821;303;23;280;160;226;227;79;422;61;10;37;146;54;65;97
bdd3160;cl461;1406162;1984;19840323;Convolvulus lanuginosus;Spain;-0,68612;38,42043;c;n;325;166;110;41;5489;310;43;267;178;237;239;99;385;64;7;44;149;43;60;89
gbif330;330;895254903;1986;NA;Convolvulus lanuginosus;Spain;-0,54;38,42;c;n;173;174;108;41;5353;313;52;261;187;243;246;109;371;66;6;49;153;38;59;86
gbif1571;1571;862277625;NA;2007-03-15T23:00:00.000+0000;Convolvulus lanuginosus;Spain;-0,53746;38,41676;c;n;173;174;108;41;5353;313;52;261;187;243;246;109;371;66;6;49;153;38;59;86
bdd1815;cl1390;943336;2009;20091210;Convolvulus lanuginosus;Spain;-0,77797;38,4132;c;n;306;167;112;41;5563;313;42;271;179;240;241;99;368;62;6;46;143;40;57;84
bdd1816;cl1391;1066182;2010;20100621;Convolvulus lanuginosus;Spain;-0,76652;38,41298;c;n;321;166;112;41;5560;312;41;271;178;238;240;98;373;62;7;44;144;41;58;86
bdd1820;cl1395;1247766;2011;20110330;Convolvulus lanuginosus;Spain;-0,74363;38,41254;c;n;320;166;112;41;5561;311;41;270;178;238;240;98;374;63;7;44;145;41;58;86
bdd1828;cl1401;1066171;2010;20100131;Convolvulus lanuginosus;Spain;-0,68641;38,41143;c;n;295;167;111;41;5493;311;43;268;180;239;241;100;375;64;6;46;148;40;58;86
gbif2231;2231;895285953;1994;NA;Convolvulus lanuginosus;Spain;-0,795;38,409;c;n;292;167;113;41;5558;313;42;271;179;240;241;100;363;61;6;45;140;39;56;83
bdd1709;cl1295;354222;2007;20070316;Convolvulus lanuginosus;Spain;-0,56052;38,40887;c;n;160;175;108;41;5330;314;53;261;188;244;246;110;363;65;5;49;150;37;57;83
bdd2626;cl212;1406065;2005;20050416;Convolvulus lanuginosus;Spain;-0,98426;38,40792;c;n;757;143;114;40;5852;299;17;282;153;221;222;73;449;62;11;36;151;59;69;104
bdd1807;cl1383;962332;2009;20090625;Convolvulus lanuginosus;Spain;-0,81258;38,40484;c;n;361;164;113;41;5621;311;38;273;176;237;239;96;376;61;7;43;142;42;59;87
bdd1811;cl1387;963369;2009;20091017;Convolvulus lanuginosus;Spain;-0,80113;38,40463;c;n;350;164;113;41;5565;312;39;273;176;237;239;96;373;61;7;43;142;41;58;86
bdd1821;cl1396;946502;2009;20091112;Convolvulus lanuginosus;Spain;-0,73247;38,40332;c;n;286;168;111;41;5521;313;43;270;180;240;241;100;368;63;6;46;145;39;57;84
gbif2602;2602;30859610;1992;NA;Convolvulus lanuginosus;Spain;-2,43;38,4;c;n;1037;130;121;38;6525;312;0;312;109;218;218;53;476;62;11;36;164;57;57;127
bdd2659;cl215;1406068;2005;20050416;Convolvulus lanuginosus;Spain;-0,93873;38,39812;c;n;606;151;114;40;5761;304;24;280;162;227;228;81;418;61;9;39;146;52;64;97
bdd1810;cl1386;953639;2009;20090625;Convolvulus lanuginosus;Spain;-0,80141;38,39562;c;n;332;165;113;41;5552;312;40;272;177;238;240;98;371;61;7;45;141;41;57;85
gbif2397;2397;618493870;NA;NA;Convolvulus lanuginosus;Spain;-1,74;38,39;c;n;536;154;119;40;6106;319;23;296;136;235;236;80;357;48;7;40;117;42;47;86
gbif8471;8471;618489916;NA;NA;Convolvulus lanuginosus;Spain;-1,85;38,39;c;n;450;159;118;40;6077;323;28;295;141;239;240;85;341;46;6;40;112;39;43;83
gbif1881;1881;318107937;1996;NA;Convolvulus lanuginosus;Spain;-0,96;38,39;c;n;778;142;114;40;5844;297;16;281;152;219;220;72;457;62;12;35;153;61;71;106
bdd2000;cl1557;2210252;NA;NA;Convolvulus lanuginosus;Spain;-1,05367;38,38206;c;n;552;153;116;40;5842;309;26;283;164;231;232;83;395;58;8;40;137;47;59;92
bdd1778;cl1357;1066174;2010;20100628;Convolvulus lanuginosus;Spain;-0,96213;38,3805;c;n;905;135;113;39;5932;293;10;283;104;214;215;65;487;64;14;34;161;67;76;114
bdd2010;cl1566;2210276;NA;NA;Convolvulus lanuginosus;Spain;-0,93924;38,3801;c;n;858;137;113;40;5856;293;12;281;107;215;216;67;477;64;13;35;159;65;75;111
gbif2673;2673;618135713;NA;NA;Convolvulus lanuginosus;Spain;-0,93;38,38;c;n;641;149;114;40;5769;303;24;279;160;225;227;80;425;61;10;38;148;53;66;99
gbif516;516;318108018;1962;NA;Convolvulus lanuginosus;Spain;-0,71;38,38;c;n;220;172;111;41;5463;315;47;268;185;242;245;105;353;62;6;47;141;37;55;80
bdd1784;cl1362;1247753;2011;20111015;Convolvulus lanuginosus;Spain;-0,90492;38,3795;c;n;446;159;114;41;5696;310;33;277;170;234;235;90;384;60;7;41;140;43;58;89
bdd1788;cl1366;1066176;2010;20101029;Convolvulus lanuginosus;Spain;-0,8706;38,37888;c;n;538;154;113;40;5690;306;28;278;166;229;231;86;408;62;9;39;146;49;63;95
bdd2017;cl1572;2210271;NA;NA;Convolvulus lanuginosus;Spain;-0,82483;38,37804;c;n;354;164;113;41;5564;312;39;273;176;237;239;96;371;61;7;45;141;41;57;85
bdd1812;cl1388;945992;2009;20090615;Convolvulus lanuginosus;Spain;-0,79051;38,37739;c;n;265;169;112;41;5514;315;44;271;181;241;243;102;356;61;6;47;140;37;55;81
bdd2023;cl1578;2210231;NA;NA;Convolvulus lanuginosus;Spain;-0,71043;38,37586;c;n;220;172;111;41;5463;315;47;268;185;242;245;105;353;62;6;47;141;37;55;80
bdd2031;cl1585;2210224;NA;NA;Convolvulus lanuginosus;Spain;-0,59604;38,37357;c;n;170;174;109;41;5349;314;52;262;187;243;246;109;356;64;5;50;147;35;55;81
bdd1782;cl1360;1066166;2010;20100720;Convolvulus lanuginosus;Spain;-0,95094;38,3713;c;n;867;137;113;40;5911;294;12;282;107;216;217;67;477;63;13;34;158;65;75;111
bdd2037;cl1590;2210219;NA;NA;Convolvulus lanuginosus;Spain;-0,48167;38,37116;c;n;70;180;106;41;5206;315;59;256;194;246;249;116;354;65;5;51;150;35;56;82
gbif3010;3010;997601852;2008;NA;Convolvulus lanuginosus;Spain;-2,0128;38,3708;c;n;700;146;119;39;6285;318;15;303;128;230;231;71;388;52;8;37;131;47;48;97
bdd1793;cl1370;1066167;2010;20100826;Convolvulus lanuginosus;Spain;-0,85942;38,36966;c;n;442;160;114;41;5671;310;34;276;171;234;235;91;385;61;7;42;142;43;58;89
gbif1672;1672;211644839;1997;NA;Convolvulus lanuginosus;Spain;-1,769;38,369;c;n;387;162;118;40;6060;324;31;293;128;242;242;88;330;45;5;42;111;35;35;81
bdd1827;cl1400;1247769;2011;20111118;Convolvulus lanuginosus;Spain;-0,68784;38,3664;c;n;265;169;111;41;5477;312;45;267;182;240;242;102;364;63;6;47;145;38;56;83
bdd1836;cl1409;1247750;2011;20110818;Convolvulus lanuginosus;Spain;-0,97407;38,36269;c;n;971;132;113;39;5962;290;7;283;101;211;213;61;503;64;15;33;163;72;79;118
bdd2869;cl2339;1662929;NA;NA;Convolvulus lanuginosus;Spain;-0,91688;38,36169;c;n;511;156;114;40;5737;308;29;279;167;231;233;86;396;60;8;40;142;46;60;92
gbif1712;1712;318108293;1997;NA;Convolvulus lanuginosus;Spain;-1,78;38,36;c;n;465;158;118;40;6065;322;27;295;140;238;239;84;344;46;6;40;113;39;44;84
gbif1752;1752;318108134;1997;NA;Convolvulus lanuginosus;Spain;-0,6;38,36;c;n;132;176;109;41;5341;315;54;261;189;245;248;111;346;63;5;51;144;34;54;78
gbif5391;5391;318107996;1954;NA;Convolvulus lanuginosus;Spain;-0,56;38,36;c;n;79;179;108;41;5262;316;57;259;193;247;250;115;340;63;5;51;144;33;53;77
bdd3163;cl464;1406164;1984;19840215;Convolvulus lanuginosus;Spain;-0,58521;38,35532;c;n;304;167;109;41;5435;310;45;265;180;238;240;101;386;65;7;45;152;41;60;91
bdd2615;cl211;1406064;1980;19800623;Convolvulus lanuginosus;Spain;-1,03151;38,35466;c;n;529;154;116;41;5790;309;27;282;165;231;232;85;391;58;8;40;137;46;59;90
bdd1806;cl1382;1066170;2010;20100429;Convolvulus lanuginosus;Spain;-0,8142;38,35081;c;n;314;167;113;41;5563;314;41;273;178;239;241;99;362;60;6;44;139;39;56;83
gbif4641;4641;997540979;1976;NA;Convolvulus lanuginosus;Spain;-2,36;38,35;c;n;974;133;120;38;6454;313;3;310;113;220;220;56;458;60;10;36;158;54;54;122
bdd2882;cl2350;1662928;NA;NA;Convolvulus lanuginosus;Spain;-0,5855;38,34632;c;n;125;177;108;41;5332;316;55;261;190;246;248;112;343;63;5;51;144;34;54;78
bdd1775;cl1354;1247747;2011;20110830;Convolvulus lanuginosus;Spain;-1,02032;38,34546;c;n;517;155;116;41;5793;309;27;282;166;231;233;85;390;58;8;40;137;46;59;90
bdd1786;cl1364;1247754;2011;20110906;Convolvulus lanuginosus;Spain;-0,88309;38,34306;c;n;422;161;114;41;5639;311;34;277;172;235;236;92;380;60;7;43;140;43;58;88
bdd1809;cl1385;1247762;2011;20111124;Convolvulus lanuginosus;Spain;-0,80304;38,34159;c;n;302;167;113;41;5541;314;42;272;180;240;242;100;359;60;6;46;138;38;54;82
gbif4542;4542;997539000;1977;NA;Convolvulus lanuginosus;Spain;-1,73;38,34;c;n;457;159;118;40;6031;322;28;294;125;239;239;86;343;46;6;41;114;38;44;84
bdd1823;cl1398;1247767;2011;20111120;Convolvulus lanuginosus;Spain;-0,71157;38,33984;c;n;220;172;111;41;5476;315;47;268;185;243;245;105;351;61;6;47;140;37;55;80
bdd1769;cl1349;963742;2009;20090615;Convolvulus lanuginosus;Spain;-0,94078;38,32606;c;n;874;137;113;40;5846;293;12;281;107;214;216;67;481;64;13;34;161;65;74;114
bdd1797;cl1374;1247758;2011;20110919;Convolvulus lanuginosus;Spain;-0,84931;38,32442;c;n;408;162;114;41;5636;311;36;275;173;236;237;93;378;60;7;43;140;42;58;88
bdd1800;cl1377;1247761;2011;20110425;Convolvulus lanuginosus;Spain;-0,83788;38,32421;c;n;438;160;113;40;5647;310;34;276;172;234;235;91;384;61;7;42;142;43;58;89
gbif380;380;895293960;1983;NA;Convolvulus lanuginosus;Spain;-2,846;38,313;c;n;818;143;120;38;6601;327;12;315;124;233;233;65;448;57;7;41;157;41;41;131
gbif381;381;997544987;1983;NA;Convolvulus lanuginosus;Spain;-2,85;38,31;c;n;753;147;119;37;6615;330;16;314;128;236;236;68;436;55;7;41;152;40;40;128
gbif3201;3201;997536883;1987;NA;Convolvulus lanuginosus;Spain;-2,43;38,31;c;n;894;138;120;38;6502;318;7;311;118;226;226;61;443;58;9;38;153;50;51;119
bdd1787;cl1365;1247755;2011;20110920;Convolvulus lanuginosus;Spain;-0,8727;38,30683;c;n;390;163;114;41;5669;312;35;277;174;237;238;94;371;60;7;44;138;41;56;86
gbif6821;6821;617422452;NA;NA;Convolvulus lanuginosus;Spain;-2,42;38,3;c;n;686;148;118;38;6370;324;18;306;130;234;234;72;396;52;7;39;135;41;44;108
gbif2068;2068;617015445;NA;NA;Convolvulus lanuginosus;Spain;-1,85;38,3;c;n;593;152;118;39;6113;319;22;297;134;234;234;79;366;49;7;39;121;42;46;92
bdd1780;cl1359;1066173;2010;20100607;Convolvulus lanuginosus;Spain;-0,95297;38,29925;c;n;665;148;114;40;5809;303;21;282;118;225;226;78;429;61;10;38;148;53;65;101
bdd1713;cl1299;394810;2009;20090626;Convolvulus lanuginosus;Spain;-0,94154;38,29905;c;n;479;158;115;41;5712;310;31;279;169;233;234;89;384;59;7;41;138;43;57;90
bdd1808;cl1384;1066165;2010;20101223;Convolvulus lanuginosus;Spain;-0,8044;38,29656;c;n;423;161;113;41;5619;309;35;274;173;234;236;93;382;61;7;44;143;42;58;89
bdd1995;cl1552;2210265;NA;NA;Convolvulus lanuginosus;Spain;-1,17037;38,29383;c;n;704;146;116;40;5912;305;18;287;115;224;226;75;419;57;10;37;139;53;62;98
bdd1999;cl1556;2210253;NA;NA;Convolvulus lanuginosus;Spain;-1,05608;38,29199;c;n;651;149;115;40;5832;305;21;284;118;226;227;78;414;59;9;39;142;50;61;97
bdd2009;cl1565;2210277;NA;NA;Convolvulus lanuginosus;Spain;-0,94179;38,29004;c;n;580;153;114;40;5748;305;26;279;164;228;230;83;408;60;9;39;143;49;62;95
gbif6741;6741;618494168;NA;NA;Convolvulus lanuginosus;Spain;-1,39;38,29;c;n;316;166;119;41;5874;323;34;289;134;243;244;94;330;49;5;43;116;34;45;79
gbif9331;9331;618184993;NA;1993-12-31T23:00:00.000+0000;Convolvulus lanuginosus;Spain;-0,94;38,29;c;n;560;154;114;40;5749;306;27;279;165;229;230;84;403;60;8;40;142;47;60;95
gbif24331;24331;617107657;NA;NA;Convolvulus lanuginosus;Spain;-1,05;38,29;c;n;494;157;116;40;5786;311;28;283;168;233;234;87;381;57;7;41;134;43;56;89
bdd2016;cl1571;2210282;NA;NA;Convolvulus lanuginosus;Spain;-0,82752;38,28798;c;n;528;155;113;40;5676;306;30;276;167;230;231;87;405;62;8;41;147;46;61;95
bdd2022;cl1577;2210237;NA;NA;Convolvulus lanuginosus;Spain;-0,71326;38,2858;c;n;116;177;111;41;5381;318;53;265;190;247;249;111;326;60;5;50;135;31;50;74
gbif1633;1633;895313660;1998;NA;Convolvulus lanuginosus;Spain;-0,856;38,284;c;n;695;147;113;40;5741;299;22;277;117;222;224;78;441;63;10;38;154;55;67;104
bdd2030;cl1584;2210217;NA;NA;Convolvulus lanuginosus;Spain;-0,59902;38,28352;c;n;66;180;108;41;5315;318;57;261;193;248;251;114;327;62;4;52;139;30;50;75
gbif1687;1687;617173130;NA;NA;Convolvulus lanuginosus;Spain;-0,82;38,28;c;n;369;164;113;41;5599;312;37;275;175;237;239;96;369;60;7;44;139;40;56;86
gbif5451;5451;318107995;1951;NA;Convolvulus lanuginosus;Spain;-0,6;38,28;c;n;65;180;108;41;5307;318;57;261;193;248;250;114;324;61;4;52;138;30;50;74
gbif11511;11511;30300774;2002;NA;Convolvulus lanuginosus;Spain;-0,86;38,28;c;n;676;148;113;40;5741;300;23;277;118;223;225;79;439;63;10;38;153;54;67;104
bdd1720;cl1304;668396;2010;20100408;Convolvulus lanuginosus;Spain;-0,81866;38,25592;c;n;170;174;113;41;5506;320;48;272;186;246;248;107;324;58;5;49;130;31;49;74
bdd1722;cl1306;668396;2010;20100408;Convolvulus lanuginosus;Spain;-0,8286;38,25195;c;n;207;172;114;41;5529;318;46;272;184;244;246;105;332;58;5;48;131;33;50;76
gbif2382;2382;318108368;1993;NA;Convolvulus lanuginosus;Spain;-0,92;38,25;c;n;519;156;114;40;5709;308;29;279;167;231;232;87;394;60;8;41;141;45;59;92
bdd2692;cl218;1406071;2004;20040409;Convolvulus lanuginosus;Spain;-0,9088;38,2444;c;n;340;165;115;41;5634;315;38;277;177;239;241;97;354;58;6;45;132;37;52;82
bdd2648;cl214;1406067;2004;20040409;Convolvulus lanuginosus;Spain;-0,95474;38,2362;c;n;378;163;116;41;5694;315;34;281;174;237;239;93;361;57;6;43;131;38;53;85
gbif3121;3121;997528240;1987;NA;Convolvulus lanuginosus;Spain;-0,51;38,21;c;n;61;180;106;41;5208;316;59;257;194;247;250;116;331;62;4;53;142;30;50;78
gbif9211;9211;618353359;NA;NA;Convolvulus lanuginosus;Spain;-2,08;38,21;c;n;1160;124;119;38;6385;301;-5;306;103;210;210;49;499;65;13;34;169;64;64;129
bdd1998;cl1555;2210254;NA;NA;Convolvulus lanuginosus;Spain;-1,05847;38,20192;c;n;175;174;118;41;5672;325;43;282;144;248;249;104;317;53;4;48;119;29;45;75
gbif16001;16001;617741869;NA;NA;Convolvulus lanuginosus;Spain;-1,05;38,2;c;n;158;174;118;41;5659;325;43;282;145;248;249;105;313;52;4;47;118;28;45;75
gbif678;678;617015232;NA;NA;Convolvulus lanuginosus;Spain;-1,28;38,2;c;n;232;170;120;41;5774;325;38;287;140;246;247;99;319;49;4;46;114;29;43;78
bdd2008;cl1564;2210278;NA;NA;Convolvulus lanuginosus;Spain;-0,94433;38,19997;c;n;122;177;116;42;5562;324;48;276;188;249;250;108;309;54;4;50;120;28;45;73
bdd2015;cl1570;2210272;NA;NA;Convolvulus lanuginosus;Spain;-0,8302;38,19792;c;n;7;182;113;42;5393;324;56;268;195;252;254;116;291;55;3;53;121;25;43;68
bdd2029;cl1583;2210226;NA;NA;Convolvulus lanuginosus;Spain;-0,60198;38,19348;c;n;0;183;108;41;5250;319;60;259;196;250;253;118;306;60;4;55;133;27;46;71
gbif416;416;997551795;1981;NA;Convolvulus lanuginosus;Spain;-2,81;38,17;c;n;927;139;119;37;6597;323;8;315;119;228;228;60;470;60;8;41;165;44;47;139
